Name,Industry,Size,Postcode,LADCD
"Divine Chocolate Ltd","Food products",10-49,SE1 7PB,E09000022
"Flooglebinder Limited","Travel agency & related",1-9,SY2 5HA,E06000051
"JoJo Maman Bébé","Apparel",250-999,NP18 2LH,W06000022
"Baxi Partnership Limited","Management consultant - nonprofits",10-49,EC2A 4NE,E09000012
"Neo","Advertising & market research",1-9,SY22 5HU,W06000023
"The Social Change Agency","Management consultant - nonprofits",10-49,N1 9QW,E09000019
"Kindred Spirit Consultancy Limited","Management  consultant - for-profits",0,KT17 4RH,E07000208
"Seetec Business Technology Centre Limited","Other personal services",1000+,SS5 4RG,E07000075
"WHEB Asset Management LLP","Investment advising",10-49,W1G 0PE,E09000033
"New Citizenship Project","Other professional, scientific & tech",1-9,EC1V 8BR,E09000019
"Prospectus","Other professional, scientific & tech",50-249,WC2B 5LR,E09000007
"Ella's Kitchen Brands Ltd","Food products",50-249,RG9 4QG,E07000179
"Cause4","Management consultant - nonprofits",1-9,IP24 1JD,E07000143
"igloo Regeneration Limited","Real estate development",10-49,M4 5AD,E08000003
"Leap","Other professional, scientific & tech",1-9,TR1 1QH,E06000052
"The Trust Partnership","Other business support",10-49,GL8 8SQ,E07000079
"Green Element Group Limited","Environmental consulting",10-49,PE27 5BH,E07000011
"TYF Adventure Ltd","Apparel",10-49,SA62 6SD,W06000009
"Trustees Unlimited LLP","Management consultant - nonprofits",0,LU1 2SJ,E06000032
"Generation Investment Management LLP","Equity investing - Developed Markets",50-249,W1B5AN,E09000033
"Futerra Ltd","Other professional, scientific & tech",50-249,EC2A 4AA,E09000019
"Escape the City","Membership organizations",1-9,BN3 2AF,E06000043
"Patients Know Best","Web portals",50-249,CB4 0WS,E07000008
"Business Fights Poverty","Management  consultant - for-profits",1-9,WC2E 9DP,E09000033
"Lily's Kitchen","Food products",50-249,W1T 2QA,E09000007
"Neighbourly","Social networks & info sharing",10-49,BS1 6NL,E06000023
"The Big Issue Group","Paper & paper products",50-249,N43HH,E09000019
"Be Inspired Films","Film, TV & music production",0,DY82XD,E07000234
"Cotswold Fayre Ltd","Food products",50-249,RG7 5AW,E06000037
"Shoremount","Management  consultant - for-profits",0,W1K 5JH,E09000033
"Bethnal Green Ventures","Equity investing - Developed Markets",10-49,E1 1EW,E09000030
"Forster Communications","Advertising & market research",10-49,E1 8PY,E09000030
"On Purpose Careers Limited","Other personal services",10-49,SE1 4YR,E09000028
"EQ Investors Group Limited","Investment advising",50-249,EC3R 6DL,E09000001
"Bates Wells","Legal activities",50-249,EC4R 1BE,E09000001
"Twelve Winds Consulting","Management  consultant - for-profits",0,E20 1BU,E09000025
"Yoti","Mobile applications",250-999,EC3A 4AF,E09000001
"Tricordant","Management  consultant - for-profits",1-9,RG30 4RU,E06000038
"The Social Investment Consultancy","Management consultant - nonprofits",1-9,N1 9AB,E09000019
"Fluid IT","Other info service activities",10-49,E14 6RN,E09000030
"Elvis & Kresse","Leather & related products",10-49,ME13 0RU,E07000113
"One Water (Global Ethics Limited)","Beverages",1-9,TW9 9LB,E09000027
"Macphie Ltd","Food products",50-249,AB39 3YG,S12000034
"Bridges Fund Management","Equity investing - Developed Markets",50-249,W1H 7BP,E09000033
"InspiraFarms","Machinery & equipment",10-49,EC2A4NE,E09000012
"Pelorus Consulting","Management  consultant - for-profits",0,BN7 2NZ,E07000063
"Charity Bank","Deposit bank - Developed Markets",50-249,TB9 1BE,
"MASECO Private Wealth","Investment advising",50-249,WC2R 0HS,E09000033
"Cook Trading Ltd","Food products",250-999,ME10 3HH,E07000113
"One Stone","Management  consultant - for-profits",0,EH3 6DS,S12000036
"Volans","Other professional, scientific & tech",1-9,WC2R 1LA,E09000033
"Koba Limited","",1-9,N1 7GU,E09000012
"the small green studio","",0,CR8 5LX,E09000008
"Areti Group","",1-9,W1T 6EB,E09000007
"Flightplan","",0,KY6 2SL,S12000047
"Clu","",1-9,EC1V 2NX,E09000019
"Your Digital Future","",0,EX28RG,E07000041
"Addington Ltd T/A Positive Retail","",1-9,ct11 9ld,E07000114
"Electric Agency Limited","",1-9,SE1 6BG,E09000028
"Counter Culture Drinks Ltd","",1-9,BS3 1FJ,E06000023
"Omni Management Ltd","",1-9,BH11BZ,E06000058
"GreenWith Studio","",0,SW1P 2PN,E09000033
"WorkTripp","",0,PL20 7UF,E07000047
